id,cityId,name,businessName,googleMapsUrl,rating,specialty,address,phone,bio,notes
175,1,,"Integrative Center for Nutrition, LLC","https://www.google.com/maps/place/Integrative+Center+for+Nutrition,+LLC/data=!4m7!3m6!1s0x89c3a69808495605:0xe5434f8fa1730541!8m2!3d40.793432!4d-74.4797816!16s%2Fg%2F11clvrrg1n!19sChIJBVZJCJimw4kRQQVzoY9PQ-U?authuser=0&hl=en&rclk=1",5,Nutritionist,,(973) 723-3468,Onsite services,
176,1,,LeSash Nutrition,https://www.google.com/maps/place/LeSash+Nutrition/data=!4m7!3m6!1s0x89c24ef9fe4bded3:0xe3a3edda0f06f263!8m2!3d40.6974881!4d-73.9796294!16s%2Fg%2F1tdbrsj_!19sChIJ095L_vlOwokRY_IGD9rto-M?authuser=0&hl=en&rclk=1,4.9,Nutritionist,6 Fonda Pl,(347) 205-5166,"""Incredibly knowledgeable and helpful in every way!""",
177,1,,"Changes Nutritional Therapy, Fitness and Wellness Center","https://www.google.com/maps/place/Changes+Nutritional+Therapy,+Fitness+and+Wellness+Center/data=!4m7!3m6!1s0x89c24bff0b4aa7d7:0xda37e5a11c374b85!8m2!3d40.5292117!4d-74.2107242!16s%2Fg%2F1vc_r84s!19sChIJ16dKC_9LwokRhUs3HKHlN9o?authuser=0&hl=en&rclk=1",4.9,Nutritionist,29 Blue Jay Way,(718) 351-4443,"""It was easy to integrate into my daily routine and I saw amazing results!""",
178,1,,"Ahuva Kutner, RD, CDE","https://www.google.com/maps/place/Ahuva+Kutner,+RD,+CDE/data=!4m7!3m6!1s0x89c1787b79076065:0x1949803ceb19ee6a!8m2!3d40.0682215!4d-74.2263054!16s%2Fg%2F1pp2wzty_!19sChIJZWAHeXt4wYkRau4Z6zyASRk?authuser=0&hl=en&rclk=1",5,Weight loss service ,247 W Veterans Hwy,(732) 703-1210,,
179,1,,All the Way Nutrition,https://www.google.com/maps/place/All+the+Way+Nutrition/data=!4m7!3m6!1s0x2682a99a29956b85:0xf3d1a96e4947c43f!8m2!3d40.1125336!4d-74.3634307!16s%2Fg%2F11rtl20w28!19sChIJhWuVKZqpgiYRP8RHSW6p0fM?authuser=0&hl=en&rclk=1,5,Nutritionist,12 Daniel Dr,(347) 720-6947,"""She is compassionate, your biggest cheerleader and really knows her stuff.""",
180,1,,"Susan Patla, MS","https://www.google.com/maps/place/Susan+Patla,+MS/data=!4m7!3m6!1s0x89c3ccbb31917599:0xb276d0515a408718!8m2!3d40.423175!4d-74.233592!16s%2Fg%2F1vtqx0_f!19sChIJmXWRMbvMw4kRGIdAWlHQdrI?authuser=0&hl=en&rclk=1",,,180 Rose Ave,(732) 583-3022,"""Kudos to Eileen !!!""",
181,1,,"Dorothy Holtermann, Nutrition Counselor","https://www.google.com/maps/place/Dorothy+Holtermann,+Nutrition+Counselor/data=!4m7!3m6!1s0x89c24953904d4971:0x7fbd012415dd6653!8m2!3d40.572867!4d-74.1172565!16s%2Fg%2F11b88kllzm!19sChIJcUlNkFNJwokRU2bdFSQBvX8?authuser=0&hl=en&rclk=1",5,Nutritionist,101 Eisenhower Pkwy #300,(917) 751-0674,"""Always easy to talk with and encouraging""",
182,1,,Eileen Vider Nutrition Group,https://www.google.com/maps/place/Eileen+Vider+Nutrition+Group/data=!4m7!3m6!1s0x89c3ab0178d47579:0x4592eb8c1a755eee!8m2!3d40.827618!4d-74.3213427!16s%2Fg%2F11bxg4gn78!19sChIJeXXUeAGrw4kR7l51GozrkkU?authuser=0&hl=en&rclk=1,5,Nutritionist,428 Prospect St,(917) 670-6389,"""Dr. Sannelli is amazing.""",
183,1,,"Ilana Dubrovsky-Razam, RD - Dietitian Nutritionist","https://www.google.com/maps/place/Ilana+Dubrovsky-Razam,+RD+-+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c3ad24453d18f1:0xdc8da44534d1deaf!8m2!3d40.7372817!4d-74.260387!16s%2Fg%2F11w584krmq!19sChIJ8Rg9RSStw4kRr97RNEWkjdw?authuser=0&hl=en&rclk=1",5,Nutritionist,55 NJ-35 #1,(617) 982-3658,"""She's is truly committed to the success of her clients.""",
184,1,,Flourish Nutrition and Chiropractic,https://www.google.com/maps/place/Flourish+Nutrition+and+Chiropractic/data=!4m7!3m6!1s0x89c231fcb3efc18b:0x200c967cd38184cc!8m2!3d40.3591444!4d-74.0780888!16s%2Fg%2F11jg_zgwd_!19sChIJi8Hvs_wxwokRzISB03yWDCA?authuser=0&hl=en&rclk=1,5,Nutritionist,,(732) 284-7550,,
185,1,,"Samantha Rigoli, Registered Dietitian Nutritionist at Healthy to the Core NYC","https://www.google.com/maps/place/Samantha+Rigoli,+Registered+Dietitian+Nutritionist+at+Healthy+to+the+Core+NYC/data=!4m7!3m6!1s0x89c2595758be0493:0xb77437a4188a43fb!8m2!3d40.6860039!4d-73.933128!16s%2Fg%2F1tc_m1gp!19sChIJkwS-WFdZwokR-0OKGKQ3dLc?authuser=0&hl=en&rclk=1",4.8,Nutritionist,103 Maple Ave,(917) 561-6173,"""Highly recommend her and this incredibly beneficial service she offers!""",
186,1,,"Amy Regina Nutrition, RDN","https://www.google.com/maps/place/Amy+Regina+Nutrition,+RDN/data=!4m7!3m6!1s0x89c231b90af855fd:0x59a09841dc6b8dd2!8m2!3d40.3474113!4d-74.0683945!16s%2Fg%2F11j0k60y0t!19sChIJ_VX4CrkxwokR0o1r3EGYoFk?authuser=0&hl=en&rclk=1",0,Nutritionist,,(732) 784-3371,"""She helped me to understand my body and changed my eating habits.""",
187,1,,The Pregnancy RD,https://www.google.com/maps/place/The+Pregnancy+RD/data=!4m7!3m6!1s0x89c3af50542a9a6b:0xa703c5ce0d8e614c!8m2!3d40.6703146!4d-74.315351!16s%2Fg%2F11y28b6nbp!19sChIJa5oqVFCvw4kRTGGODc7FA6c?authuser=0&hl=en&rclk=1,5,Nutritionist,1585 E 14th St,(908) 248-2249,"""She is incredibly knowledgeable and just a pleasure to work with!""",
188,1,,"Olga Ivanov, RD - Dietitian Nutritionist","https://www.google.com/maps/place/Olga+Ivanov,+RD+-+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c245c76a20d161:0xab6ecf9836cf5193!8m2!3d40.6108651!4d-73.9594021!16s%2Fg%2F11vq6r042m!19sChIJYdEgasdFwokRk1HPNpjPbqs?authuser=0&hl=en&rclk=1",5,Nutritionist,,(617) 982-3658,"""She gave me a bunch of new ways ti correct my eating habits.""",
189,1,,The Health and Healing Collective,https://www.google.com/maps/place/The+Health+and+Healing+Collective/data=!4m7!3m6!1s0x89c2297779b9fa17:0x31228c55f5656a30!8m2!3d40.2079215!4d-74.0466274!16s%2Fg%2F11qydnvrvj!19sChIJF_q5eXcpwokRMGpl9VWMIjE?authuser=0&hl=en&rclk=1,4.2,Nutritionist,90 Broad St 2nd Floor,(313) 505-4913,,
190,1,,Compass Nutrition,https://www.google.com/maps/place/Compass+Nutrition/data=!4m7!3m6!1s0x89c25a183e2b2a99:0x3b351c3fbeee5b9d!8m2!3d40.7037765!4d-74.0119032!16s%2Fg%2F1tg79zdg!19sChIJmSorPhhawokRnVvuvj8cNTs?authuser=0&hl=en&rclk=1,4.9,Nutritionist,101 Eisenhower Pkwy #300,(212) 419-0399,,
191,1,,Diane's 365 Nutrition,https://www.google.com/maps/place/Diane%27s+365+Nutrition/data=!4m7!3m6!1s0x89c3a8bbf93aaaab:0x4f40faca40975276!8m2!3d40.8277658!4d-74.3209365!16s%2Fg%2F11g8v52n9j!19sChIJq6o6-buow4kRdlKXQMr6QE8?authuser=0&hl=en&rclk=1,5,Nutritionist,931 Bloomfield St,(862) 242-5729,"""She is definitely an expert in the field.""",
192,1,,Laura Lagano Nutrition LLC,https://www.google.com/maps/place/Laura+Lagano+Nutrition+LLC/data=!4m7!3m6!1s0x89c259d8ebc8f8cd:0x7b1d5425f0a453c0!8m2!3d40.748141!4d-74.0283483!16s%2Fg%2F1tcv_bbn!19sChIJzfjI69hZwokRwFOk8CVUHXs?authuser=0&hl=en&rclk=1,4.5,Nutritionist,70 Park St,(917) 829-0250,,
193,1,,"Madalyn Vasquez, RD : Nutrition & Diabetes Education","https://www.google.com/maps/place/Madalyn+Vasquez,+RD+:+Nutrition+%26+Diabetes+Education/data=!4m7!3m6!1s0x89c2558ed392f10b:0xe85f06ca863de8c8!8m2!3d40.8187165!4d-74.2162381!16s%2Fg%2F11t2t_yzpf!19sChIJC_GS045VwokRyOg9hsoGX-g?authuser=0&hl=en&rclk=1",5,Nutritionist,,(973) 381-8861,,
194,1,,Maya Feller Nutrition | Registered Dietitian & Nutritionist,https://www.google.com/maps/place/Maya+Feller+Nutrition+%7C+Registered+Dietitian+%26+Nutritionist/data=!4m7!3m6!1s0x2e9481d38c0b9623:0xb6d440ddd8d217fb!8m2!3d40.419584!4d-73.6754126!16s%2Fg%2F11pz76p88d!19sChIJI5YLjNOBlC4R-xfS2N1A1LY?authuser=0&hl=en&rclk=1,5,Nutritionist,,(917) 924-2673,,
195,1,,Team with ME: Nutrition & Fitness Consulting LLC,https://www.google.com/maps/place/Team+with+ME:+Nutrition+%26+Fitness+Consulting+LLC/data=!4m7!3m6!1s0x89c230374c44a061:0x50d32567c9674fb6!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11b7by3llh!19sChIJYaBETDcwwokRtk9nyWcl01A?authuser=0&hl=en&rclk=1,5,Nutritionist,105 Old Matawan Rd,(732) 778-4462,"""Dr. Lori is fantastic.""",
196,1,,"Karina Krasil, RD","https://www.google.com/maps/place/Karina+Krasil,+RD/data=!4m7!3m6!1s0x89c3cfaa9100f493:0xbad1f94608994534!8m2!3d40.4105046!4d-74.3613008!16s%2Fg%2F1hbpwsjmm!19sChIJk_QAkarPw4kRNEWZCEb50bo?authuser=0&hl=en&rclk=1",,Nutritionist,39 Ave at the Cmns #106,(732) 257-1600,"""Very knowledgeable about the weight-loss journey.""",
197,1,,"Lori Magoulas, PhD, RD","https://www.google.com/maps/place/Lori+Magoulas,+PhD,+RD/data=!4m7!3m6!1s0x89c22ffb70af7285:0xe934839056293452!8m2!3d40.3167915!4d-74.0597244!16s%2Fg%2F1tcv76v8!19sChIJhXKvcPsvwokRUjQpVpCDNOk?authuser=0&hl=en&rclk=1",5,Nutritionist,1901 Lincoln Hwy,(732) 544-1661,,
198,1,,Medi-Weightloss Edison,https://www.google.com/maps/place/Medi-Weightloss+Edison/data=!4m7!3m6!1s0x89c3c9bb4d31546b:0x9d7ba2137d0bd958!8m2!3d40.5173111!4d-74.4001183!16s%2Fg%2F11rvbqx2vm!19sChIJa1QxTbvJw4kRWNkLfROie50?authuser=0&hl=en&rclk=1,4.7,Nutritionist,,(732) 317-3836,"""She is so encouraging, informative, and truly the best!""",
199,1,,"Functional Nutrition | Gut Health | Freedom with Food | Laura Wolf, MS, CNS","https://www.google.com/maps/place/Functional+Nutrition+%7C+Gut+Health+%7C+Freedom+with+Food+%7C+Laura+Wolf,+MS,+CNS/data=!4m7!3m6!1s0x6355af7bb476ab65:0x6c7918f82e86ee23!8m2!3d40.073132!4d-74.724323!16s%2Fg%2F11j_8429dv!19sChIJZat2tHuvVWMRI-6GLvgYeWw?authuser=0&hl=en&rclk=1",,Nutritionist,271 Kelly Blvd,(646) 704-1337,"""Jill is attentive and knowledgeable and practical""",
200,1,,"Ultimate Fitness and Wellness : Jodie Foster MS, RDN, CDN, NASM CPT","https://www.google.com/maps/place/Ultimate+Fitness+and+Wellness+:+Jodie+Foster+MS,+RDN,+CDN,+NASM+CPT/data=!4m7!3m6!1s0x89c24c77bbbc22b9:0xc4b999991eb1b4df!8m2!3d40.583421!4d-74.1573407!16s%2Fg%2F11cjg9s07v!19sChIJuSK8u3dMwokR37SxHpmZucQ?authuser=0&hl=en&rclk=1",5,Personal trainer,25 Hickory Pl,(718) 761-7380,,
201,1,,"Jill Eklof, RD - Dietitian Nutritionist","https://www.google.com/maps/place/Jill+Eklof,+RD+-+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c3a518931fe3b1:0x4dd8351305ee7251!8m2!3d40.7449488!4d-74.4330342!16s%2Fg%2F11vycbz1k_!19sChIJseMfkxilw4kRUXLuBRM12E0?authuser=0&hl=en&rclk=1",5,Nutritionist,,(617) 982-3658,"""Can't say enough good things!""",
202,1,,Olox Nutrition,https://www.google.com/maps/place/Olox+Nutrition/data=!4m7!3m6!1s0x85c4f86c07145c61:0x2f3f24f3fa1a04ed!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11vcj722t0!19sChIJYVwUB2z4xIUR7QQa-vMkPy8?authuser=0&hl=en&rclk=1,,Nutritionist,116 White Horse Pike,,"""I highly recommend working with her!""",
203,1,,Vita Nutrition Services,https://www.google.com/maps/place/Vita+Nutrition+Services/data=!4m7!3m6!1s0x89c6cc1ffa9f570f:0xbb205badde078c80!8m2!3d39.8842026!4d-75.0584959!16s%2Fg%2F11c2pdfqbr!19sChIJD1ef-h_MxokRgIwH3q1bILs?authuser=0&hl=en&rclk=1,5,Nutritionist,241 Forsgate Dr Suite 115,(856) 617-1012,"""This has not only helped us lose weight but better our lifestyle as a whole.""",
204,1,,Root & Restore,https://www.google.com/maps/place/Root+%26+Restore/data=!4m7!3m6!1s0x89c3db6ea2404d19:0xfa9dbb52b19c5708!8m2!3d40.3476343!4d-74.4403805!16s%2Fg%2F11lh7jm90g!19sChIJGU1Aom7bw4kRCFecsVK7nfo?authuser=0&hl=en&rclk=1,5,Nutritionist,1648 E 14th St #4b,(732) 641-2217,"""I highly recommend her cooking classes and nutritional counseling services!""",
205,1,,NY Nutrition Center,https://www.google.com/maps/place/NY+Nutrition+Center/data=!4m7!3m6!1s0x89c244eb4d397c3d:0x62fe44f1f1c00d6!8m2!3d40.609048!4d-73.959553!16s%2Fg%2F11ckqrnfkv!19sChIJPXw5TetEwokR1gAcH0_kLwY?authuser=0&hl=en&rclk=1,4.9,Nutritionist,,(646) 762-6250,"""If you are a vegan especially but even if you aren't she is fantastic!""",
206,1,,"NJ Pediatric & Family Nutrition LLC, Andrea Berez, MS, RD, CSP","https://www.google.com/maps/place/NJ+Pediatric+%26+Family+Nutrition+LLC,+Andrea+Berez,+MS,+RD,+CSP/data=!4m7!3m6!1s0x89c3beeb75237d65:0xffdadda14e2ce02d!8m2!3d40.6303485!4d-74.5137674!16s%2Fg%2F11bwc5bbxr!19sChIJZX0jdeu-w4kRLeAsTqHd2v8?authuser=0&hl=en&rclk=1",4.3,,210 Montrose Ave,(973) 420-9789,,
207,1,,"Meredith Price, Vegan Gut Health Dietitian Nutritionist","https://www.google.com/maps/place/Meredith+Price,+Vegan+Gut+Health+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c259359b271161:0x33f5a9b7b27380f4!8m2!3d40.7073508!4d-73.9407847!16s%2Fg%2F11fk4dy7f8!19sChIJYREnmzVZwokR9IBzsrep9TM?authuser=0&hl=en&rclk=1",5,Nutritionist,2111 Gallagher Ave,(516) 408-2524,"""If you want it she will help you create it and achieve it.""",
208,1,,"Susanne Barna, RD - Dietitian Nutritionist","https://www.google.com/maps/place/Susanne+Barna,+RD+-+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c3b1dc452f9531:0x8f136115bf5dd32c!8m2!3d40.6350559!4d-74.3567083!16s%2Fg%2F11vzblsmwf!19sChIJMZUvRdyxw4kRLNNdvxVhE48?authuser=0&hl=en&rclk=1",,,3917 Amboy Rd UNIT #3,(617) 982-3658,"""Dr. Trish is a godsend, who is personable, knowledgeable, and caring.""",
209,1,,"New You Weight Loss LLC,","https://www.google.com/maps/place/New+You+Weight+Loss+LLC,/data=!4m7!3m6!1s0x89c24bead4e31d39:0x5c0aa0d07a2836c5!8m2!3d40.5517287!4d-74.1490901!16s%2Fg%2F11k1wc73sf!19sChIJOR3j1OpLwokRxTYoetCgClw?authuser=0&hl=en&rclk=1",5,Nutritionist,1819 NJ-35,(347) 838-6060,,
210,1,,"Tricia Talerico, D.C., M.S., Nutr.","https://www.google.com/maps/place/Tricia+Talerico,+D.C.,+M.S.,+Nutr./data=!4m7!3m6!1s0x89c22f5b4733e44d:0xcb9fab0614824b48!8m2!3d40.2610761!4d-74.0407034!16s%2Fg%2F11bz09vz4x!19sChIJTeQzR1svwokRSEuCFAarn8s?authuser=0&hl=en&rclk=1",5,Nutritionist,197 NJ-18,(732) 609-3366,"""They are very knowledgeable and offer all types of treatment options.""",
211,1,,"Alphacise Nutrition - Samara Kraft MS, RDN, CDE- Diabetes Nutrition & Dance Dietitian","https://www.google.com/maps/place/Alphacise+Nutrition+-+Samara+Kraft+MS,+RDN,+CDE-+Diabetes+Nutrition+%26+Dance+Dietitian/data=!4m7!3m6!1s0x89c3c7c734dbaf9b:0x2775c398861c3d07!8m2!3d40.4689032!4d-74.409017!16s%2Fg%2F11fl7q5rml!19sChIJm6_bNMfHw4kRBz0chpjDdSc?authuser=0&hl=en&rclk=1",0,,2005 St Georges Ave,(732) 309-8936,,
212,1,,Weight Loss and Wellness Center - Bariatric Surgery - Dr. Saniea Majid,https://www.google.com/maps/place/Weight+Loss+and+Wellness+Center+-+Bariatric+Surgery+-+Dr.+Saniea+Majid/data=!4m7!3m6!1s0x89c3b30e4310b443:0xf7230848c516490c!8m2!3d40.6203553!4d-74.2806994!16s%2Fg%2F11f5h3bkwf!19sChIJQ7QQQw6zw4kRDEkWxUgII_c?authuser=0&hl=en&rclk=1,4.6,Weight loss service ,888 Main St,(973) 888-1145,,
213,1,,VNACJ WIC Program in Monmouth County,https://www.google.com/maps/place/VNACJ+WIC+Program+in+Monmouth+County/data=!4m7!3m6!1s0x89c236cc9ef1b47f:0x860a8fbecc45a95e!8m2!3d40.4155531!4d-74.094766!16s%2Fg%2F1vk6_43l!19sChIJf7Txnsw2wokRXqlFzL6PCoY?authuser=0&hl=en&rclk=1,5,Social services organization ���,8 Barrister Ln,(732) 471-9301,,
214,1,,Goodman Gwen,https://www.google.com/maps/place/Goodman+Gwen/data=!4m7!3m6!1s0x89c3d3fb99e07467:0xb77bd4e5c9777942!8m2!3d40.2910027!4d-74.3046616!16s%2Fg%2F1vwlq1q_!19sChIJZ3TgmfvTw4kRQnl3yeXUe7c?authuser=0&hl=en&rclk=1,3,Nutritionist ,18 Colonial Terrace,(732) 409-0693,,
215,1,,"Callie Exas, RD - Dietitian Nutritionist","https://www.google.com/maps/place/Callie+Exas,+RD+-+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c25b69ddf6579d:0x819a2ec6d5fe2df!8m2!3d40.7399069!4d-74.2772968!16s%2Fg%2F11lmmctyht!19sChIJnVf23WlbwokR3-JfbeyiGQg?authuser=0&hl=en&rclk=1",,,,(617) 982-3658,,
216,4,,Diabetes Management Center and Nutrition Counseling at SOMC,https://www.google.com/maps/place/Diabetes+Management+Center+and+Nutrition+Counseling+at+SOMC/data=!4m7!3m6!1s0x89c10979187a137b:0xe9385678d72f4bf4!8m2!3d39.720703!4d-74.2847712!16s%2Fg%2F11twwfpv0k!19sChIJexN6GHkJwYkR9Esv13hWOOk?authuser=0&hl=en&rclk=1,5,Nutritionist,1140 NJ,(609) 978-3785,"""He showed me how to eat to control my Diabetes, my A1C is now 5.4""",
217,4,,Effective Nutrition | Nutrition Coaching with a Registered Dietitian,https://www.google.com/maps/place/Effective+Nutrition+%7C+Nutrition+Coaching+with+a+Registered+Dietitian/data=!4m7!3m6!1s0x89c1077ef4661eab:0xb9ef907515534da0!8m2!3d39.6678394!4d-74.2211539!16s%2Fg%2F11g9m32vvj!19sChIJqx5m9H4HwYkRoE1TFXWQ77k?authuser=0&hl=en&rclk=1,5,Nutritionist,12 Jennie Dr,(973) 219-0635,"""His plan is so easy and sustainable.""",
218,4,,Competitive Edge Nutrition,https://www.google.com/maps/place/Competitive+Edge+Nutrition/data=!4m7!3m6!1s0x89c10944a2bf21f1:0x1bf289527727f5c8!8m2!3d39.758835!4d-74.2556933!16s%2Fg%2F11ql1fl1q9!19sChIJ8SG_okQJwYkRyPUnd1KJ8hs?authuser=0&hl=en&rclk=1,5,Vitamin & supplements store,770 Lighthouse Dr suite 191b,(973) 732-8727,In-store shopping,
219,4,,Vitality Nutrition and Wellness Center,https://www.google.com/maps/place/Vitality+Nutrition+and+Wellness+Center/data=!4m7!3m6!1s0x89c0ea6da7b25e3f:0x1eacd4e83a59aba!8m2!3d39.3342541!4d-74.5793411!16s%2Fg%2F11cn8x1j41!19sChIJP16yp23qwIkRupqlg07N6gE?authuser=0&hl=en&rclk=1,4.7,Nutritionist,2000 Shore Rd UNIT 104,(609) 904-5627,"""She took the time to listen and suggest a plan for me.""",
220,4,,"Chandler Ray, RDN LLC","https://www.google.com/maps/place/Chandler+Ray,+RDN+LLC/data=!4m7!3m6!1s0x89c1852249d5ed17:0x130362980d76b7a4!8m2!3d40.0711419!4d-74.0469604!16s%2Fg%2F11lm2k2ttv!19sChIJF-3VSSKFwYkRpLd2DZhiAxM?authuser=0&hl=en&rclk=1",5,Nutritionist,92 Bridge Ave Suite 202,(732) 701-7126,"""She inspired me to make some easy and reasonable changes to my diet.""",
221,4,,Consistency Breeds Growth,https://www.google.com/maps/place/Consistency+Breeds+Growth/data=!4m7!3m6!1s0x89c185fd10e47d61:0x49546036140f1ee5!8m2!3d38.0416733!4d-98.4165515!16s%2Fg%2F11fmn0vx_0!19sChIJYX3kEP2FwYkR5R4PFDZgVEk?authuser=0&hl=en&rclk=1,4.9,Nutritionist,,(504) 931-8545,"""CBG has helped me accomplish goals I never thought I could!""",
222,4,,"Danielle Salvo, RD - Dietitian Nutritionist","https://www.google.com/maps/place/Danielle+Salvo,+RD+-+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c19d469973a29b:0xbac23c551ddd6add!8m2!3d39.9638264!4d-74.2157315!16s%2Fg%2F11w9kbyxyw!19sChIJm6JzmUadwYkR3WrdHVU8wro?authuser=0&hl=en&rclk=1",5,Nutritionist,99 NJ,(617) 982-3658,,
223,4,,"Theresa Rielly, RD - Dietitian Nutritionist","https://www.google.com/maps/place/Theresa+Rielly,+RD+-+Dietitian+Nutritionist/data=!4m7!3m6!1s0x89c19d6fb56e89bb:0x74e93bd6aba12102!8m2!3d39.979862!4d-74.1980899!16s%2Fg%2F11w36z9dvl!19sChIJu4lutW-dwYkRAiGhq9Y76XQ?authuser=0&hl=en&rclk=1",5,Nutritionist,1190 Old Freehold Rd,(617) 982-3658,"""She covered all of my concern plus some that I would have overlooked.""",
224,4,,Taylor Wilson Nutrition & Performance LLC,https://www.google.com/maps/place/Taylor+Wilson+Nutrition+%26+Performance+LLC/data=!4m7!3m6!1s0x89c18924b1f2640d:0x3a879b782b960c1a!8m2!3d40.073132!4d-75.5286145!16s%2Fg%2F11rc4gcc6m!19sChIJDWTysSSJwYkRGgyWK3ibhzo?authuser=0&hl=en&rclk=1,5,Dietitian,,(856) 304-3134,"""Taylor is highly skilled, knowledgeable and caring.""",
225,4,,Thompson Healthcare & Sports Medicine,https://www.google.com/maps/place/Thompson+Healthcare+%26+Sports+Medicine/data=!4m7!3m6!1s0x89c1093596ba466f:0x231b44996e30962e!8m2!3d39.7581439!4d-74.2436559!16s%2Fg%2F11pc5yy0v6!19sChIJb0a6ljUJwYkRLpYwbplEGyM?authuser=0&hl=en&rclk=1,5,Medical clinic,890 W Bay Ave STE E,(609) 698-5550,"""She is extremely knowledgeable, talented, as well kind and compassionate.""",
226,4,,Nutrition by Tanya- Lakewood,https://www.google.com/maps/place/Nutrition+by+Tanya-+Lakewood/data=!4m7!3m6!1s0x89c1827354421497:0x4841f0b98e59aaa7!8m2!3d40.0913058!4d-74.2117952!16s%2Fg%2F11c6s86gm4!19sChIJlxRCVHOCwYkRp6pZjrnwQUg?authuser=0&hl=en&rclk=1,5,Nutritionist,130 1st St Unit #203,(844) 826-9234,"""Great plan, excellent support, amazing results!""",
227,4,,Ellie Kelsey Nutrition LLC,https://www.google.com/maps/place/Ellie+Kelsey+Nutrition+LLC/data=!4m7!3m6!1s0x8f1393d94a866935:0x2ea13cd8efd66488!8m2!3d40.1560854!4d-74.0533749!16s%2Fg%2F11sfbs7rg6!19sChIJNWmGStmTE48RiGTW79g8oS4?authuser=0&hl=en&rclk=1,5,Nutritionist,1924 NJ,(732) 359-2173,Onsite services,
228,4,,Janice Picking's Nutrition & Functional Medicine,https://www.google.com/maps/place/Janice+Picking%27s+Nutrition+%26+Functional+Medicine/data=!4m7!3m6!1s0x89c0c1df3e7adb93:0xf165d2214fead591!8m2!3d39.3356324!4d-74.5953714!16s%2Fg%2F1wbg09jk!19sChIJk9t6Pt_BwIkRkdXqTyHSZfE?authuser=0&hl=en&rclk=1,4.3,Nutritionist,646 Ocean Heights Ave #101,(609) 926-8400,"""She's an incredible resource of knowledge and experience.""",
229,4,,Dr Julie Monica,https://www.google.com/maps/place/Dr+Julie+Monica/data=!4m7!3m6!1s0x89c187b107aee85d:0x6e50f2a16c783df9!8m2!3d40.1375251!4d-74.062172!16s%2Fg%2F11c2jt8_hq!19sChIJXeiuB7GHwYkR-T14bKHyUG4?authuser=0&hl=en&rclk=1,4.6,Nutritionist,2164 NJ,(732) 838-3708,"""The information provided to me had been a life changer.""",
230,4,,NJ Weight Loss Doctors,https://www.google.com/maps/place/NJ+Weight+Loss+Doctors/data=!4m7!3m6!1s0x89c109381aa53493:0xd4c6872a44d8cd88!8m2!3d39.7210793!4d-74.2847726!16s%2Fg%2F11gxxmsdk_!19sChIJkzSlGjgJwYkRiM3YRCqHxtQ?authuser=0&hl=en&rclk=1,5,Weight loss service,1100 Rt,(609) 978-3325,"""",
231,4,,"Nicole McMullen, MA, RD","https://www.google.com/maps/place/Nicole+McMullen,+MA,+RD/data=!4m7!3m6!1s0x89c2314359ab2963:0x4410c0b2bd97df19!8m2!3d40.0703417!4d-74.0759315!16s%2Fg%2F11f6490xtf!19sChIJYymrWUMxwokRGd-XvbLAEEQ?authuser=0&hl=en&rclk=1",5,Nutritionist,1500 Dorsett Dock Rd,(732) 451-4438,"""Nicole and I meet weekly to create a nutrition plan that evolves each week.""",
232,4,,Jersey Shore Nutrition,https://www.google.com/maps/place/Jersey+Shore+Nutrition/data=!4m7!3m6!1s0x89c1847703cc2859:0xb78120378b5785b0!8m2!3d40.0711776!4d-74.0544989!16s%2Fg%2F11fy4kfsjp!19sChIJWSjMA3eEwYkRsIVXizcggbc?authuser=0&hl=en&rclk=1,5,Nutritionist,1648 Bay Ave Suite 2,(732) 822-7117,"""She takes the time and was really great to work with.""",
233,4,,Yossi Muller Nutrition,https://www.google.com/maps/place/Yossi+Muller+Nutrition/data=!4m7!3m6!1s0x89c1794006d05009:0x8c0d4cb986cac4bb!8m2!3d40.1004168!4d-74.2187125!16s%2Fg%2F11gk3bwg6x!19sChIJCVDQBkB5wYkRu8TKhrlMDYw?authuser=0&hl=en&rclk=1,5,Weight loss service,1072 Madison Ave,,,
234,4,,Freedom Nutrition Academy,https://www.google.com/maps/place/Freedom+Nutrition+Academy/data=!4m7!3m6!1s0x89c19d7e96d33533:0xdcd7ba1d047a1b3a!8m2!3d40.162121!4d-74.390378!16s%2Fg%2F11jp0yxqgz!19sChIJMzXTln6dwYkROht6BB2619w?authuser=0&hl=en&rclk=1,,Weight loss service,,,,
235,4,,"Lenore E. Clark, RD","https://www.google.com/maps/place/Lenore+E.+Clark,+RD/data=!4m7!3m6!1s0x89c1761d91c4db95:0xef6d28cc9c4d87c2!8m2!3d40.0711776!4d-74.0544989!16s%2Fg%2F1tm69vnq!19sChIJldvEkR12wYkRwodNnMwobe8?authuser=0&hl=en&rclk=1",5,Nutritionist,1648 Bay Ave Suite 2,(732) 822-7117,"""She got me on the right track to control my diabetes.""",
